"","index","Job.Title","Salary.Estimate","Rating","Company.Name","Location","Headquarters","Size","Founded","Type.of.ownership","Industry","Sector","Revenue","Competitors"
"370",621,"Data Scientist","$87K-$141K (Glassdoor est.)",4,"Advanced Bio-Logic Solutions Corp
4.0","Thousand Oaks, CA","Westlake Village, CA","1 to 50 employees",-1,"Company - Private","-1","-1","Less than $1 million (USD)","-1"
"371",622,"Data Engineer","$87K-$141K (Glassdoor est.)",3.5,"Alignment Healthcare
3.5","Orange, CA","Orange, CA","501 to 1000 employees",2013,"Company - Private","Health Care Services & Hospitals","Health Care","Unknown / Non-Applicable","-1"
"372",623,"Data Scientist","$87K-$141K (Glassdoor est.)",3.5,"WGSN
3.5","Baltimore, MD","New York, NY","1 to 50 employees",1998,"Company - Private","Consulting","Business Services","$50 to $100 million (USD)","-1"
"373",624,"Data Scientist","$87K-$141K (Glassdoor est.)",3.6,"ISYS Technologies, Inc.
3.6","Herndon, VA","Littleton, CO","51 to 200 employees",1990,"Company - Private","Computer Hardware & Software","Information Technology","$10 to $25 million (USD)","-1"
"374",625,"Data Scientist","$87K-$141K (Glassdoor est.)",3,"TransVoyant
3.0","Alexandria, VA","Alexandria, VA","51 to 200 employees",2012,"Company - Private","Enterprise Software & Network Solutions","Information Technology","Unknown / Non-Applicable","-1"
"375",627,"Data Scientist","$87K-$141K (Glassdoor est.)",4.6,"Murray Resources
4.6","The Woodlands, TX","Houston, TX","1 to 50 employees",1988,"Company - Private","Staffing & Outsourcing","Business Services","$10 to $25 million (USD)","-1"
"376",628,"Data Scientist","$87K-$141K (Glassdoor est.)",4.3,"Geotab
4.3","Oakville, CA","Oakville, Canada","1001 to 5000 employees",2000,"Company - Private","Computer Hardware & Software","Information Technology","$100 to $500 million (USD)","-1"
"377",629,"Data Scientist","$87K-$141K (Glassdoor est.)",4.7,"CRS Group
4.7","Chicago, IL","Itasca, IL","51 to 200 employees",1994,"Company - Private","Staffing & Outsourcing","Business Services","$10 to $25 million (USD)","-1"
"378",630,"Data Scientist","$87K-$141K (Glassdoor est.)",3.7,"EGlobalTech
3.7","Arlington, VA","Vienna, VA","201 to 500 employees",2004,"Company - Private","IT Services","Information Technology","Unknown / Non-Applicable","-1"
"379",632,"Data Scientist","$92K-$155K (Glassdoor est.)",4.9,"Avlino
4.9","New Jersey","Holmdel, NJ","1 to 50 employees",2013,"Company - Private","Enterprise Software & Network Solutions","Information Technology","Less than $1 million (USD)","-1"
"380",633,"Data Scientist","$92K-$155K (Glassdoor est.)",3,"Central Business Solutions, Inc
3.0","Seattle, WA","Fremont, CA","51 to 200 employees",-1,"Company - Private","Consulting","Business Services","$5 to $10 million (USD)","-1"
"381",634,"Data Scientist","$92K-$155K (Glassdoor est.)",2.5,"KeHE Distributors
2.5","Naperville, IL","Naperville, IL","5001 to 10000 employees",1954,"Company - Private","Wholesale","Business Services","Unknown / Non-Applicable","United Natural Foods, US Foods, DPI Specialty Foods"
"382",635,"Data Scientist","$92K-$155K (Glassdoor est.)",3.5,"Blackstone Talent Group
3.5","San Francisco, CA","San Francisco, CA","51 to 200 employees",1998,"Company - Private","Consulting","Business Services","$25 to $50 million (USD)","-1"
"383",637,"Data Scientist","$92K-$155K (Glassdoor est.)",-1,"Sophinea","Chantilly, VA","-1","1 to 50 employees",-1,"Unknown","-1","-1","Unknown / Non-Applicable","-1"
"384",638,"Senior Data Scientist","$92K-$155K (Glassdoor est.)",3.5,"Maxar Technologies
3.5","Herndon, VA","Westminster, CO","5001 to 10000 employees",-1,"Company - Public","Aerospace & Defense","Aerospace & Defense","$2 to $5 billion (USD)","-1"
"385",639,"Data Scientist","$92K-$155K (Glassdoor est.)",3,"Moxie Software
3.0","Bellevue, WA","San Bruno, CA","51 to 200 employees",1999,"Company - Private","Enterprise Software & Network Solutions","Information Technology","Unknown / Non-Applicable","LivePerson, Salesforce, SAP"
"386",641,"Data Scientist","$92K-$155K (Glassdoor est.)",4.7,"Unicom Technologies INC
4.7","Chicago, IL","Naperville, IL","51 to 200 employees",-1,"Company - Private","IT Services","Information Technology","Unknown / Non-Applicable","-1"
"387",642,"Data Engineer","$92K-$155K (Glassdoor est.)",3.3,"Americo Life
3.3","Kansas City, MO","Kansas City, MO","201 to 500 employees",1992,"Company - Private","Insurance Carriers","Insurance","$100 to $500 million (USD)","-1"
"388",643,"Data Scientist","$92K-$155K (Glassdoor est.)",3.3,"Tokio Marine HCC
3.3","Houston, TX","Houston, TX","1001 to 5000 employees",1974,"Company - Private","Insurance Carriers","Insurance","Unknown / Non-Applicable","Zurich Insurance, AXA XL, Allianz"
"389",644,"Data Scientist","$92K-$155K (Glassdoor est.)",3.5,"CACI International
3.5","Chantilly, VA","Arlington, VA","10000+ employees",1962,"Company - Public","Aerospace & Defense","Aerospace & Defense","$2 to $5 billion (USD)","CSC, ManTech, SAIC"
"390",646,"Data Scientist","$92K-$155K (Glassdoor est.)",3.5,"Maxar Technologies
3.5","Herndon, VA","Westminster, CO","5001 to 10000 employees",-1,"Company - Public","Aerospace & Defense","Aerospace & Defense","$2 to $5 billion (USD)","-1"
"391",648,"Data Scientist","$92K-$155K (Glassdoor est.)",4.7,"Compass Consulting Group
4.7","Thousand Oaks, CA","Danville, CA","51 to 200 employees",2008,"Company - Private","Consulting","Business Services","Unknown / Non-Applicable","-1"
"392",652,"Senior Data Scientist","$105K-$167K (Glassdoor est.)",3.8,"GutCheck
3.8","Denver, CO","Denver, CO","51 to 200 employees",2009,"Company - Private","Advertising & Marketing","Business Services","$10 to $25 million (USD)","Nielsen, Zappi, SurveyMonkey"
"393",654,"Data Scientist","$105K-$167K (Glassdoor est.)",2.7,"Hexagon US Federal
2.7","Lexington Park, MD","Chantilly, VA","51 to 200 employees",2010,"Company - Public","Aerospace & Defense","Aerospace & Defense","Unknown / Non-Applicable","-1"
"394",655,"Data Scientist","$105K-$167K (Glassdoor est.)",4,"Comtech Global Inc
4.0","Washington, DC","Columbus, OH","51 to 200 employees",-1,"Company - Private","Health, Beauty, & Fitness","Consumer Services","$5 to $10 million (USD)","-1"
"395",656,"Data Scientist","$105K-$167K (Glassdoor est.)",-1,"Berico Technologies","Fort Belvoir, VA","-1","-1",-1,"-1","-1","-1","-1","-1"
"396",657,"Data Scientist","$105K-$167K (Glassdoor est.)",-1,"Kehe Food Distributors","Naperville, IL","-1","-1",-1,"-1","-1","-1","-1","-1"
"397",658,"Data Scientist","$105K-$167K (Glassdoor est.)",3.8,"Aveshka, Inc.
3.8","Washington, DC","Arlington, VA","51 to 200 employees",2010,"Company - Public","IT Services","Information Technology","$10 to $25 million (USD)","-1"
"398",659,"Data Scientist","$105K-$167K (Glassdoor est.)",3.2,"Perspecta
3.2","Adelphi, MD","Chantilly, VA","10000+ employees",2018,"Company - Public","Aerospace & Defense","Aerospace & Defense","Unknown / Non-Applicable","-1"
"399",660,"Data Scientist","$105K-$167K (Glassdoor est.)",-1,"Pactera Edge","Redmond, WA","-1","-1",-1,"-1","-1","-1","-1","-1"
"400",661,"Data Scientist","$105K-$167K (Glassdoor est.)",3.6,"Qurate Retail Group
3.6","West Chester, PA","West Chester, PA","10000+ employees",-1,"Company - Public","Other Retail Stores","Retail","Unknown / Non-Applicable","-1"
"401",662,"Data Scientist","$105K-$167K (Glassdoor est.)",4.4,"SolutionIT, Inc.
4.4","Edison, NJ","Wilmington, MA","51 to 200 employees",-1,"Company - Private","-1","-1","Unknown / Non-Applicable","-1"
"402",663,"Data Scientist","$105K-$167K (Glassdoor est.)",4.1,"A-Line Staffing Solutions
4.1","Durham, NC","Utica, MI","501 to 1000 employees",2004,"Company - Private","Staffing & Outsourcing","Business Services","Unknown / Non-Applicable","-1"
"403",664,"Data Scientist","$105K-$167K (Glassdoor est.)",-1,"Clear Ridge Defense","Quantico, VA","Baltimore, MD","1 to 50 employees",-1,"Company - Private","-1","-1","Unknown / Non-Applicable","-1"
"404",665,"Data Scientist","$105K-$167K (Glassdoor est.)",3.8,"Criterion Systems, Inc.
3.8","Vienna, VA","Vienna, VA","201 to 500 employees",2005,"Company - Private","IT Services","Information Technology","$50 to $100 million (USD)","-1"
"405",666,"Data Scientist","$105K-$167K (Glassdoor est.)",4,"Foundation Medicine
4.0","Boston, MA","Cambridge, MA","1001 to 5000 employees",2010,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$100 to $500 million (USD)","Genomic Health, Myriad Genetics, The Broad Institute"
"406",667,"Data Scientist","$105K-$167K (Glassdoor est.)",3.6,"TRANZACT
3.6","Fort Lee, NJ","Fort Lee, NJ","1001 to 5000 employees",1989,"Company - Private","Advertising & Marketing","Business Services","Unknown / Non-Applicable","-1"
"407",668,"Data Scientist","$105K-$167K (Glassdoor est.)",-1,"JKGT","San Francisco, CA","-1","-1",-1,"-1","-1","-1","-1","-1"
"408",669,"Data Scientist","$105K-$167K (Glassdoor est.)",-1,"AccessHope","Irwindale, CA","-1","-1",-1,"-1","-1","-1","-1","-1"
"409",670,"Data Scientist","$105K-$167K (Glassdoor est.)",5,"ChaTeck Incorporated
5.0","San Francisco, CA","Santa Clara, CA","1 to 50 employees",-1,"Company - Private","Advertising & Marketing","Business Services","$1 to $5 million (USD)","-1"
"410",671,"Data Scientist","$105K-$167K (Glassdoor est.)",2.7,"1-800-Flowers
2.7","New York, NY","Carle Place, NY","1001 to 5000 employees",1976,"Company - Public","Wholesale","Business Services","$1 to $2 billion (USD)","-1"
